DIA;HORAS_TOTALES_USOS_BICICLETAS;HORAS_TOTALES_DISPONIBILIDAD_BICICLETAS_EN_ANCLAJES;TOTAL_HORAS_SERVICIO_BICICLETAS;MEDIA_BICICLETAS_DISPONIBLES;USOS_ABONADO_ANUAL;USOS_ABONADO_OCASIONAL;TOTAL_USOS
19/04/2021;3619.33;67516.67;71136.00;2964.00;11579;28;11607
20/04/2021;3962.37;67173.63;71136.00;2964.00;12466;36;12502
21/04/2021;3845.17;67290.83;71136.00;2964.00;13250;41;13291
22/04/2021;2816.21;68319.79;71136.00;2964.00;9284;47;9331
23/04/2021;4278.02;66857.98;71136.00;2964.00;13713;63;13776
24/04/2021;3103.91;68032.09;71136.00;2964.00;9026;68;9094
25/04/2021;1182.37;69953.63;71136.00;2964.00;2648;10;2658
26/04/2021;3164.33;67971.67;71136.00;2964.00;10301;34;10335
27/04/2021;3383.18;67752.82;71136.00;2964.00;10860;22;10882
28/04/2021;3621.40;67514.60;71136.00;2964.00;12028;24;12052
29/04/2021;3785.20;67350.80;71136.00;2964.00;12327;18;12345
30/04/2021;4108.83;67027.17;71136.00;2964.00;13377;37;13414
01/05/2021;3490.07;67645.93;71136.00;2964.00;9205;90;9295
02/05/2021;3629.29;67506.71;71136.00;2964.00;9410;110;9520
03/05/2021;3201.45;67934.55;71136.00;2964.00;8092;59;8151
04/05/2021;4065.10;67070.90;71136.00;2964.00;13322;16;13338
05/05/2021;4616.78;66519.22;71136.00;2964.00;14623;36;14659
06/05/2021;4822.95;66313.05;71136.00;2964.00;15174;54;15228
07/05/2021;5238.94;65897.06;71136.00;2964.00;16161;60;16221
08/05/2021;4295.30;66840.70;71136.00;2964.00;11997;168;12165
09/05/2021;2466.25;68669.75;71136.00;2964.00;6687;52;6739
10/05/2021;3617.55;67518.45;71136.00;2964.00;11661;37;11698
11/05/2021;4075.63;67060.37;71136.00;2964.00;13340;46;13386
12/05/2021;4098.88;67037.12;71136.00;2964.00;13623;44;13667
13/05/2021;4340.80;66795.20;71136.00;2964.00;13954;96;14050
14/05/2021;4562.90;66573.10;71136.00;2964.00;14135;106;14241
15/05/2021;4188.20;66947.80;71136.00;2964.00;10974;191;11165
16/05/2021;3862.50;67273.50;71136.00;2964.00;10339;148;10487
17/05/2021;4008.65;67127.35;71136.00;2964.00;13236;46;13282
18/05/2021;4676.20;66459.80;71136.00;2964.00;14918;68;14986
19/05/2021;4085.52;67050.48;71136.00;2964.00;13822;63;13885
20/05/2021;4819.79;66316.21;71136.00;2964.00;15420;68;15488
21/05/2021;4894.05;66241.95;71136.00;2964.00;15053;59;15112
22/05/2021;3862.41;67273.59;71136.00;2964.00;11115;98;11213
23/05/2021;2970.38;68165.62;71136.00;2964.00;8472;107;8579
24/05/2021;4007.45;67128.55;71136.00;2964.00;12933;44;12977
25/05/2021;4522.92;66613.08;71136.00;2964.00;14768;34;14802
26/05/2021;4709.35;66426.65;71136.00;2964.00;15218;50;15268
27/05/2021;4775.87;66360.13;71136.00;2964.00;15497;30;15527
28/05/2021;4504.52;66631.48;71136.00;2964.00;14177;47;14224
29/05/2021;4292.83;66843.17;71136.00;2964.00;11977;133;12110
30/05/2021;3986.25;67149.75;71136.00;2964.00;11016;117;11133
31/05/2021;4128.18;67007.82;71136.00;2964.00;13133;44;13177
01/06/2021;4345.42;66790.58;71136.00;2964.00;14061;33;14094
02/06/2021;4739.59;66396.41;71136.00;2964.00;15582;31;15613
03/06/2021;5171.52;65964.48;71136.00;2964.00;16487;80;16567
04/06/2021;4943.23;65686.93;70630.16;2942.92;15312;63;15375
05/06/2021;3198.19;67258.40;70456.59;2935.69;8995;59;9054
06/06/2021;3588.67;67289.68;70878.35;2953.26;9693;108;9801
07/06/2021;4212.95;66316.37;70529.32;2938.72;13994;59;14053
08/06/2021;4806.36;64264.98;69071.34;2877.97;15532;34;15566
09/06/2021;5265.29;63319.94;68585.23;2857.72;16228;55;16283
10/06/2021;5409.35;61255.54;66664.89;2777.70;16775;63;16838
11/06/2021;4862.80;61228.08;66090.88;2753.79;14410;54;14464
12/06/2021;4076.93;60002.35;64079.28;2669.97;11279;104;11383
13/06/2021;3796.26;59737.21;63533.47;2647.23;10492;89;10581
14/06/2021;4434.69;59788.60;64223.29;2675.97;14161;49;14210
15/06/2021;5146.00;57605.64;62751.64;2614.65;15845;43;15888
16/06/2021;4510.95;58676.92;63187.87;2632.83;13819;69;13888
17/06/2021;3436.31;59466.45;62902.76;2620.95;10790;37;10827
18/06/2021;4494.95;57961.06;62456.01;2602.33;13816;52;13868
19/06/2021;4056.42;58448.45;62504.87;2604.37;11018;102;11120
20/06/2021;3068.00;59191.91;62259.91;2594.16;8418;92;8510
21/06/2021;4459.29;58560.95;63020.24;2625.84;13437;39;13476
22/06/2021;3977.42;58616.89;62594.31;2608.10;12253;38;12291
23/06/2021;4686.36;58772.32;63458.68;2644.11;14665;58;14723
24/06/2021;4955.69;56987.79;61943.48;2580.98;15052;69;15121
25/06/2021;4989.20;55471.57;60460.77;2519.20;14423;84;14507
26/06/2021;3998.36;55110.37;59108.73;2462.86;10955;138;11093
27/06/2021;3587.58;54593.91;58181.49;2424.23;9384;133;9517
28/06/2021;4443.88;54206.82;58650.70;2443.78;13043;90;13133
29/06/2021;4768.83;52728.24;57497.07;2395.71;14072;67;14139
30/06/2021;4840.85;51309.14;56149.99;2339.58;14730;65;14795
01/07/2021;4804.58;50234.69;55039.27;2293.30;15014;63;15077
02/07/2021;4631.52;50182.97;54814.49;2283.94;13589;40;13629
03/07/2021;3812.95;50277.34;54090.29;2253.76;10320;76;10396
04/07/2021;3588.74;49111.92;52700.66;2195.86;9035;83;9118
05/07/2021;4371.28;47099.94;51471.22;2144.63;12772;65;12837
06/07/2021;3391.92;47515.87;50907.79;2121.16;10214;22;10236
07/07/2021;4650.98;47020.47;51671.45;2152.98;13745;59;13804
08/07/2021;4368.14;45992.12;50360.26;2098.34;13145;48;13193
09/07/2021;4306.28;44755.37;49061.65;2044.24;12148;55;12203
10/07/2021;3209.22;45264.91;48474.13;2019.76;8717;80;8797
11/07/2021;2950.92;45263.97;48214.89;2008.95;7396;56;7452
12/07/2021;3792.27;44081.10;47873.37;1994.72;11505;33;11538
13/07/2021;3942.35;43686.29;47628.64;1984.53;11903;38;11941
14/07/2021;4106.40;43073.83;47180.23;1965.84;12574;52;12626
15/07/2021;4224.95;41889.33;46114.28;1921.43;12232;39;12271
16/07/2021;3721.42;42316.67;46038.09;1918.25;10840;46;10886
17/07/2021;2963.25;42919.37;45882.62;1911.78;7715;56;7771
18/07/2021;2657.05;43368.92;46025.97;1917.75;7088;48;7136
19/07/2021;3565.91;42273.69;45839.60;1909.98;10280;45;10325
20/07/2021;3784.07;41040.08;44824.15;1867.67;11224;41;11265
21/07/2021;3806.45;40627.86;44434.31;1851.43;11356;38;11394
22/07/2021;3712.15;38750.44;42462.59;1769.27;11056;37;11093
23/07/2021;3385.88;39321.90;42707.78;1779.49;9781;33;9814
24/07/2021;2790.28;40373.26;43163.54;1798.48;7259;44;7303
25/07/2021;2701.30;39983.23;42684.53;1778.52;6613;74;6687
26/07/2021;3087.48;39265.47;42352.95;1764.71;9053;64;9117
27/07/2021;3560.50;38205.98;41766.48;1740.27;10152;113;10265
28/07/2021;3539.30;38318.90;41858.20;1744.09;10391;100;10491
29/07/2021;3674.13;38675.38;42349.51;1764.56;10713;68;10781
30/07/2021;3314.47;40161.94;43476.41;1811.52;9720;40;9760
31/07/2021;2736.35;41178.12;43914.47;1829.77;7311;70;7381
01/08/2021;2668.65;41420.16;44088.81;1837.03;6286;88;6374
02/08/2021;2830.93;41417.33;44248.26;1843.68;8118;52;8170
03/08/2021;2945.58;41705.18;44650.76;1860.45;8731;38;8769
04/08/2021;3089.00;41973.40;45062.40;1877.60;8890;63;8953
05/08/2021;2788.73;43273.15;46061.88;1919.25;8548;69;8617
06/08/2021;2787.05;44539.62;47326.67;1971.94;7817;41;7858
07/08/2021;2399.77;45047.17;47446.94;1976.96;5943;83;6026
08/08/2021;2378.60;43927.19;46305.79;1929.41;5590;69;5659
09/08/2021;2506.05;44943.41;47449.46;1977.06;7201;26;7227
10/08/2021;2609.80;45731.68;48341.48;2014.23;7717;20;7737
11/08/2021;2576.94;47254.18;49831.12;2076.30;7646;35;7681
12/08/2021;2629.62;48534.27;51163.89;2131.83;7292;34;7326
13/08/2021;2361.77;49945.43;52307.20;2179.47;6660;35;6695
14/08/2021;1945.72;51002.21;52947.93;2206.16;4881;45;4926
15/08/2021;2067.13;50375.55;52442.68;2185.11;4651;65;4716
16/08/2021;2428.83;49109.42;51538.25;2147.43;6801;47;6848
17/08/2021;2647.76;49543.40;52191.16;2174.63;7481;26;7507
18/08/2021;2702.51;50457.30;53159.81;2214.99;7642;37;7679
19/08/2021;2742.98;51329.90;54072.88;2253.04;7841;23;7864
20/08/2021;2727.33;51818.87;54546.20;2272.76;7159;72;7231
21/08/2021;2161.85;52091.34;54253.19;2260.55;5582;104;5686
22/08/2021;2121.43;51993.23;54114.66;2254.78;5331;77;5408
23/08/2021;2750.80;52047.26;54798.06;2283.25;7909;17;7926
24/08/2021;2988.00;51927.41;54915.41;2288.14;8689;26;8715
25/08/2021;3154.52;52471.14;55625.66;2317.74;8929;38;8967
26/08/2021;3181.72;52167.66;55349.38;2306.22;8747;41;8788
27/08/2021;3173.17;50899.18;54072.35;2253.01;8862;60;8922
28/08/2021;2788.67;50635.50;53424.17;2226.01;6815;67;6882
29/08/2021;2690.90;50602.07;53292.97;2220.54;6853;49;6902
30/08/2021;3483.47;49674.22;53157.69;2214.90;9944;50;9994
31/08/2021;3886.78;49945.21;53831.99;2243.00;11374;34;11408
01/09/2021;3109.03;51013.10;54122.13;2255.09;8639;21;8660
02/09/2021;3795.27;50074.92;53870.19;2244.59;10673;21;10694
03/09/2021;4228.34;48615.19;52843.53;2201.81;11745;64;11809
04/09/2021;3596.75;47625.08;51221.83;2134.24;9344;90;9434
05/09/2021;3478.40;44983.58;48461.98;2019.25;8682;77;8759
06/09/2021;4020.35;44220.38;48240.73;2010.03;11365;32;11397
07/09/2021;4389.22;43225.68;47614.90;1983.95;12706;17;12723
08/09/2021;4389.58;41945.23;46334.81;1930.62;13096;72;13168
09/09/2021;4578.83;41518.97;46097.80;1920.74;12846;23;12869
10/09/2021;4395.48;42025.87;46421.35;1934.22;12315;39;12354
11/09/2021;3505.99;41636.46;45142.45;1880.94;9535;52;9587
12/09/2021;3537.11;40061.35;43598.46;1816.60;8964;66;9030
13/09/2021;3338.68;39940.06;43278.74;1803.28;9724;17;9741
14/09/2021;2211.70;42159.38;44371.08;1848.80;5693;10;5703
15/09/2021;3730.90;42171.99;45902.89;1912.62;11435;14;11449
16/09/2021;4327.35;42374.92;46702.27;1945.93;12702;28;12730
17/09/2021;4256.48;43177.17;47433.65;1976.40;11921;38;11959
18/09/2021;3795.00;42661.61;46456.61;1935.69;9568;61;9629
19/09/2021;3700.18;42082.77;45782.95;1907.62;8902;80;8982
20/09/2021;4162.53;42248.15;46410.68;1933.78;11478;43;11521
21/09/2021;4286.15;43101.22;47387.37;1974.47;12085;26;12111
22/09/2021;3800.40;43739.56;47539.96;1980.83;10901;16;10917
23/09/2021;4367.30;44802.39;49169.69;2048.74;11755;29;11784
24/09/2021;3395.33;45480.44;48875.77;2036.49;9506;25;9531
25/09/2021;3541.35;45546.33;49087.68;2045.32;8732;85;8817
26/09/2021;3663.98;43302.77;46966.75;1956.95;8810;62;8872
27/09/2021;4082.30;42534.38;46616.68;1942.36;10769;15;10784
28/09/2021;4235.95;43072.93;47308.88;1971.20;11519;27;11546
29/09/2021;4435.50;44113.71;48549.21;2022.88;12335;26;12361
30/09/2021;4477.32;44917.95;49395.27;2058.14;12250;20;12270
01/10/2021;4434.92;44504.50;48939.42;2039.14;12115;40;12155
02/10/2021;3827.95;43869.19;47697.14;1987.38;9260;91;9351
03/10/2021;2363.85;44451.81;46815.66;1950.65;5044;26;5070
04/10/2021;3694.45;44370.20;48064.65;2002.69;10233;32;10265
05/10/2021;3944.80;45458.93;49403.73;2058.49;11289;41;11330
06/10/2021;4285.42;45909.34;50194.76;2091.45;12029;15;12044
07/10/2021;4550.45;46034.52;50584.97;2107.71;12136;48;12184
08/10/2021;4548.00;47062.36;51610.36;2150.43;11415;84;11499
09/10/2021;3727.03;47494.04;51221.07;2134.21;8133;85;8218
10/10/2021;3187.98;47800.60;50988.58;2124.52;7031;66;7097
11/10/2021;3346.59;47697.03;51043.62;2126.82;8694;48;8742
12/10/2021;3491.08;47168.92;50660.00;2110.83;7855;69;7924
13/10/2021;4034.23;47340.84;51375.07;2140.63;11409;27;11436
14/10/2021;4316.55;47705.04;52021.59;2167.57;11850;19;11869
15/10/2021;4293.80;48551.17;52844.97;2201.87;11436;23;11459
16/10/2021;3479.97;49584.43;53064.40;2211.02;8494;38;8532
17/10/2021;3279.17;48112.92;51392.09;2141.34;7532;55;7587
18/10/2021;4220.46;48258.59;52479.05;2186.63;10845;23;10868
19/10/2021;4413.27;48430.84;52844.11;2201.84;11674;15;11689
20/10/2021;4185.60;49446.42;53632.02;2234.67;11077;44;11121
21/10/2021;4486.27;49844.05;54330.32;2263.76;12069;18;12087
22/10/2021;4316.25;50311.83;54628.08;2276.17;11206;27;11233
23/10/2021;3679.41;50597.81;54277.22;2261.55;8688;60;8748
24/10/2021;3364.68;49424.03;52788.71;2199.53;7633;47;7680
25/10/2021;3707.13;49077.26;52784.39;2199.35;10106;62;10168
26/10/2021;3681.05;50475.43;54156.48;2256.52;9702;17;9719
27/10/2021;4371.00;50013.92;54384.92;2266.04;11295;31;11326
28/10/2021;4555.37;50504.82;55060.19;2294.17;11500;14;11514
29/10/2021;2555.23;51785.76;54340.99;2264.21;5106;6;5112
30/10/2021;1845.20;52005.77;53850.97;2243.79;4273;30;4303
31/10/2021;1382.98;50644.51;52027.49;2081.10;2873;19;2892
01/11/2021;2103.37;50801.04;52904.41;2204.35;4924;21;4945
02/11/2021;3216.65;50598.50;53815.15;2242.30;8692;17;8709
03/11/2021;4257.60;51210.21;55467.81;2311.16;10758;35;10793
04/11/2021;3901.26;51342.65;55243.91;2301.83;9598;27;9625
05/11/2021;3590.82;52366.34;55957.16;2331.55;8500;29;8529
06/11/2021;3026.20;53689.78;56715.98;2363.17;6303;29;6332
07/11/2021;2656.55;53622.86;56279.41;2344.98;5460;16;5476
08/11/2021;3291.43;53571.41;56862.84;2369.29;8309;8;8317
09/11/2021;3034.72;54535.86;57570.58;2398.77;6425;16;6441
10/11/2021;3774.58;54681.33;58455.91;2435.66;9645;4;9649
11/11/2021;4202.09;55235.61;59437.70;2476.57;10024;17;10041
12/11/2021;4160.37;55836.05;59996.42;2499.85;9942;33;9975
13/11/2021;3315.60;56591.41;59907.01;2496.13;7504;67;7571
14/11/2021;3058.80;56057.54;59116.34;2463.18;6566;45;6611
15/11/2021;2919.10;55602.16;58521.26;2438.39;7828;12;7840
16/11/2021;3743.99;55515.56;59259.55;2469.15;9439;7;9446
17/11/2021;4116.48;56073.99;60190.47;2507.94;9767;10;9777
18/11/2021;3740.73;56058.69;59799.42;2491.64;9484;10;9494
19/11/2021;3959.73;55369.82;59329.55;2472.06;9320;31;9351
20/11/2021;2607.05;55879.29;58486.34;2436.93;6239;16;6255
21/11/2021;2752.48;55024.55;57777.03;2407.38;6027;33;6060
22/11/2021;1671.55;55622.29;57293.84;2387.24;3809;9;3818
23/11/2021;2549.58;56140.93;58690.51;2445.44;6226;15;6241
24/11/2021;2953.97;56392.68;59346.65;2472.78;7531;0;7531
25/11/2021;3381.30;57557.66;60938.96;2539.12;8322;8;8330
26/11/2021;3485.72;58137.19;61622.91;2567.62;8258;17;8275
27/11/2021;2598.77;59143.59;61742.36;2572.60;5403;23;5426
28/11/2021;2398.28;59292.97;61691.25;2570.47;4749;32;4781
29/11/2021;2872.87;59162.34;62035.21;2584.80;7651;5;7656
30/11/2021;3453.63;59730.05;63183.68;2632.65;8553;4;8557
01/12/2021;3151.28;60558.25;63709.53;2654.56;7035;6;7041
02/12/2021;3180.43;59906.92;63087.35;2628.64;8300;13;8313
03/12/2021;3288.48;60932.58;64221.06;2675.88;7986;12;7998
04/12/2021;2410.91;61489.36;63900.27;2662.51;4981;19;5000
05/12/2021;2085.90;61203.88;63289.78;2637.07;3978;38;4016
06/12/2021;2072.83;61903.02;63975.85;2665.66;4109;56;4165
07/12/2021;2130.95;63057.44;65188.39;2716.18;5027;14;5041
08/12/2021;1711.68;63809.59;65521.27;2730.05;3699;9;3708
09/12/2021;2731.59;63089.59;65821.18;2742.55;7329;10;7339
10/12/2021;3015.00;62605.87;65620.87;2734.20;7943;8;7951
11/12/2021;3307.10;63195.41;66502.51;2770.94;6995;21;7016
12/12/2021;2982.65;63649.81;66632.46;2776.35;6169;21;6190
13/12/2021;3409.06;63399.06;66808.12;2783.67;8106;8;8114
14/12/2021;3401.99;66262.04;69664.03;2902.67;8889;10;8899
15/12/2021;3647.67;66175.44;69823.11;2909.30;8975;27;9002
16/12/2021;3587.40;65356.08;68943.48;2872.65;8679;13;8692
17/12/2021;3732.92;64578.83;68311.75;2846.32;8356;23;8379
18/12/2021;2737.25;65333.51;68070.76;2836.28;6336;25;6361
19/12/2021;2634.96;65338.16;67973.12;2832.21;5345;15;5360
20/12/2021;2674.05;65596.69;68270.74;2844.61;5571;13;5584
21/12/2021;2919.99;68216.01;71136.00;2964.00;7083;14;7097
22/12/2021;3387.53;67366.51;70754.04;2948.09;7569;17;7586
23/12/2021;2292.97;68636.01;70928.98;2955.37;4557;19;4576
24/12/2021;1383.87;69752.13;71136.00;2964.00;2418;16;2434
25/12/2021;906.62;70229.38;71136.00;2964.00;2002;6;2008
26/12/2021;685.33;70450.67;71136.00;2964.00;1330;6;1336
27/12/2021;1853.79;69282.21;71136.00;2964.00;4624;15;4639
28/12/2021;2287.10;68848.90;71136.00;2964.00;5325;38;5363
29/12/2021;2570.60;68565.40;71136.00;2964.00;5541;57;5598
30/12/2021;2618.61;68517.39;71136.00;2964.00;5778;37;5815
31/12/2021;2006.97;69129.03;71136.00;2964.00;4275;25;4300
01/01/2022;1674.12;69461.88;71136.00;2964.00;3061;69;3130
02/01/2022;2062.00;69074.00;71136.00;2964.00;3824;42;3866
03/01/2022;2423.53;68712.47;71136.00;2964.00;5600;20;5620
04/01/2022;2349.52;68786.48;71136.00;2964.00;5054;14;5068
05/01/2022;1626.94;69238.46;70865.40;2952.73;3231;10;3241
06/01/2022;1323.25;69812.75;71136.00;2964.00;3064;8;3072
07/01/2022;1576.87;69556.63;71133.50;2963.90;4678;7;4685
08/01/2022;1985.07;69150.93;71136.00;2964.00;3817;15;3832
09/01/2022;1870.75;69224.98;71095.73;2962.32;3980;31;4011
10/01/2022;2190.92;68945.08;71136.00;2964.00;6038;6;6044
11/01/2022;3044.17;68091.83;71136.00;2964.00;7842;8;7850
12/01/2022;3381.60;67712.95;71094.55;2962.27;7961;13;7974
13/01/2022;3235.38;67900.62;71136.00;2964.00;7948;4;7952
14/01/2022;3173.17;67962.83;71136.00;2964.00;7700;8;7708
15/01/2022;3083.38;68052.62;71136.00;2964.00;5857;22;5879
16/01/2022;2452.76;68683.24;71136.00;2964.00;5023;24;5047
17/01/2022;3029.85;68106.15;71136.00;2964.00;6940;6;6946
18/01/2022;3287.59;67695.18;70982.77;2957.62;7735;8;7743
19/01/2022;3192.43;67736.74;70929.17;2955.38;7797;5;7802
20/01/2022;3340.80;67795.20;71136.00;2964.00;8043;7;8050
21/01/2022;3062.73;68073.27;71136.00;2964.00;7019;11;7030
22/01/2022;2903.43;68232.57;71136.00;2964.00;5901;30;5931
23/01/2022;2354.04;68781.96;71136.00;2964.00;5156;9;5165
24/01/2022;2976.88;68159.12;71136.00;2964.00;7180;6;7186
25/01/2022;3239.80;67896.20;71136.00;2964.00;7997;10;8007
26/01/2022;3208.57;67927.43;71136.00;2964.00;8551;6;8557
27/01/2022;3441.72;67694.28;71136.00;2964.00;8581;7;8588
28/01/2022;3315.20;67820.80;71136.00;2964.00;8181;25;8206
29/01/2022;3064.82;68071.18;71136.00;2964.00;6631;23;6654
30/01/2022;2719.72;68416.28;71136.00;2964.00;5928;17;5945
31/01/2022;3025.45;68110.55;71136.00;2964.00;7987;11;7998
01/02/2022;3060.29;68049.61;71109.90;2962.91;8890;1;8891
02/02/2022;3465.35;67670.65;71136.00;2964.00;9626;10;9636
03/02/2022;3296.09;67839.91;71136.00;2964.00;9447;8;9455
04/02/2022;3289.92;67846.08;71136.00;2964.00;8942;21;8963
05/02/2022;2947.63;68188.37;71136.00;2964.00;7226;46;7272
06/02/2022;2913.09;68222.91;71136.00;2964.00;6210;49;6259
07/02/2022;3326.85;67809.15;71136.00;2964.00;8668;17;8685
08/02/2022;3587.80;67548.20;71136.00;2964.00;9699;21;9720
09/02/2022;3486.10;67643.81;71129.91;2963.75;9888;17;9905
10/02/2022;3586.88;67549.12;71136.00;2964.00;9953;18;9971
11/02/2022;3323.26;67405.99;70729.25;2947.05;9524;18;9542
12/02/2022;2966.40;68094.87;71061.27;2960.89;7615;60;7675
13/02/2022;2186.46;68949.54;71136.00;2964.00;5553;35;5588
14/02/2022;2741.80;68394.20;71136.00;2964.00;8336;20;8356
15/02/2022;3523.02;67612.98;71136.00;2964.00;9624;28;9652
16/02/2022;3450.41;67685.59;71136.00;2964.00;9871;16;9887
17/02/2022;3509.42;67626.58;71136.00;2964.00;10328;11;10339
18/02/2022;3705.02;67430.98;71136.00;2964.00;10028;46;10074
19/02/2022;2400.19;68735.81;71136.00;2964.00;6843;41;6884
20/02/2022;2666.46;68257.41;70923.87;2955.16;6581;45;6626
21/02/2022;3231.88;67904.12;71136.00;2964.00;9332;35;9367
22/02/2022;3725.00;67411.00;71136.00;2964.00;10476;18;10494
23/02/2022;3728.41;67110.67;70839.08;2951.63;10452;21;10473
24/02/2022;3622.23;67244.86;70867.09;2952.80;10215;22;10237
25/02/2022;2514.72;68456.72;70971.44;2957.14;6530;7;6537
26/02/2022;1844.45;68711.04;70555.49;2939.81;5215;13;5228
27/02/2022;2390.50;68745.50;71136.00;2964.00;6011;55;6066
28/02/2022;2736.11;68399.89;71136.00;2964.00;7750;47;7797
01/03/2022;3403.43;67732.57;71136.00;2964.00;10070;37;10107
02/03/2022;3451.33;67684.67;71136.00;2964.00;10379;39;10418
03/03/2022;2000.88;69135.12;71136.00;2964.00;4989;8;4997
04/03/2022;2913.23;68222.77;71136.00;2964.00;8884;37;8921
05/03/2022;2734.47;68401.53;71136.00;2964.00;7260;41;7301
06/03/2022;2462.75;68673.25;71136.00;2964.00;6119;32;6151
07/03/2022;2043.20;69092.80;71136.00;2964.00;5642;13;5655
08/03/2022;3440.87;67695.13;71136.00;2964.00;9957;16;9973
09/03/2022;3642.34;67493.66;71136.00;2964.00;10421;20;10441
10/03/2022;3359.97;67776.03;71136.00;2964.00;10230;19;10249
11/03/2022;2154.63;68981.37;71136.00;2964.00;5849;5;5854
12/03/2022;2658.92;68477.08;71136.00;2964.00;6768;41;6809
13/03/2022;2423.17;68712.83;71136.00;2964.00;5983;50;6033
14/03/2022;1506.45;69629.55;71136.00;2964.00;4167;2;4169
15/03/2022;2813.37;68322.63;71136.00;2964.00;8754;8;8762
16/03/2022;3105.42;68030.58;71136.00;2964.00;9522;21;9543
17/03/2022;2552.40;68582.01;71134.41;2963.93;7657;22;7679
18/03/2022;3358.54;67777.46;71136.00;2964.00;9439;31;9470
19/03/2022;2660.25;68475.75;71136.00;2964.00;6979;70;7049
20/03/2022;2254.55;68881.45;71136.00;2964.00;5991;66;6057
21/03/2022;1472.95;69663.05;71136.00;2964.00;3607;5;3612
22/03/2022;2154.41;68981.59;71136.00;2964.00;7194;9;7203
23/03/2022;2601.69;68534.31;71136.00;2964.00;7665;12;7677
24/03/2022;2044.68;69091.32;71136.00;2964.00;5368;6;5374
25/03/2022;2178.79;68957.21;71136.00;2964.00;6046;15;6061
26/03/2022;2200.73;68935.27;71136.00;2964.00;6165;37;6202
27/03/2022;2449.20;66222.68;68671.88;2985.73;6145;35;6180
28/03/2022;3060.75;68075.25;71136.00;2964.00;9165;21;9186
29/03/2022;3307.14;67662.53;70969.67;2957.07;10036;6;10042
30/03/2022;3036.48;68099.52;71136.00;2964.00;8816;13;8829
31/03/2022;3596.60;67539.40;71136.00;2964.00;9941;24;9965
01/04/2022;3560.88;66951.11;70511.99;2938.00;9415;13;9428
02/04/2022;3222.63;67105.55;70328.18;2930.34;6747;26;6773
03/04/2022;2924.05;68032.51;70956.56;2956.52;6109;46;6155
04/04/2022;3432.27;67703.73;71136.00;2964.00;8284;13;8297
05/04/2022;3594.03;67541.97;71136.00;2964.00;9235;7;9242
06/04/2022;3794.70;67341.30;71136.00;2964.00;10565;13;10578
07/04/2022;3954.58;67181.42;71136.00;2964.00;11132;19;11151
08/04/2022;3652.93;67483.07;71136.00;2964.00;9646;31;9677
09/04/2022;2889.37;68152.36;71041.73;2960.07;6977;61;7038
10/04/2022;2866.74;67968.65;70835.39;2951.47;6650;73;6723
11/04/2022;3075.98;67995.56;71071.54;2961.31;7984;52;8036
12/04/2022;2408.53;68727.47;71136.00;2964.00;6534;23;6557
13/04/2022;2672.47;68463.53;71136.00;2964.00;7385;33;7418
14/04/2022;2252.35;68883.65;71136.00;2964.00;4859;76;4935
15/04/2022;2191.78;68793.29;70985.07;2957.71;4868;61;4929
16/04/2022;2319.42;68372.43;70691.85;2945.49;5419;103;5522
17/04/2022;2447.90;67819.58;70267.48;2927.81;5859;65;5924
18/04/2022;3500.66;66484.32;69984.98;2916.04;9763;63;9826
19/04/2022;3053.28;66237.23;69290.51;2887.10;9078;20;9098
20/04/2022;2486.10;68396.43;70882.53;2953.44;6733;10;6743
21/04/2022;4093.90;67042.10;71136.00;2964.00;11473;19;11492
22/04/2022;1827.14;69308.86;71136.00;2964.00;3374;3;3377
23/04/2022;2143.96;68992.04;71136.00;2964.00;5174;14;5188
24/04/2022;3260.07;67875.93;71136.00;2964.00;8053;70;8123
25/04/2022;3893.86;67242.14;71136.00;2964.00;10855;41;10896
26/04/2022;3181.75;67954.25;71136.00;2964.00;8663;45;8708
27/04/2022;2762.27;68373.73;71136.00;2964.00;8337;29;8366
28/04/2022;3154.55;67981.45;71136.00;2964.00;9256;36;9292
29/04/2022;4070.38;66613.15;70683.53;2945.15;11255;79;11334
30/04/2022;3038.65;67064.08;70102.73;2920.95;8059;98;8157
01/05/2022;3253.87;67744.01;70997.88;2958.25;7736;124;7860
02/05/2022;2376.57;68759.43;71136.00;2964.00;5640;65;5705
03/05/2022;2914.20;68221.80;71136.00;2964.00;8427;25;8452
04/05/2022;4052.33;67083.67;71136.00;2964.00;11908;34;11942
05/05/2022;4578.25;66557.75;71136.00;2964.00;13236;54;13290
06/05/2022;4423.79;66426.92;70850.71;2952.11;12544;68;12612
07/05/2022;3999.70;66694.56;70694.26;2945.59;9816;150;9966
08/05/2022;4140.69;66720.12;70860.81;2952.53;9653;127;9780
09/05/2022;4450.55;66685.45;71136.00;2964.00;12088;49;12137
10/05/2022;4490.28;66046.82;70537.10;2939.05;12754;27;12781
11/05/2022;4755.08;65966.81;70721.89;2946.75;13915;3;13918
12/05/2022;4785.48;66350.52;71136.00;2964.00;13661;31;13692
13/05/2022;4390.35;66193.53;70583.88;2941.00;12597;22;12619
14/05/2022;3412.38;67723.62;71136.00;2964.00;9053;45;9098
15/05/2022;3732.93;67403.07;71136.00;2964.00;9127;66;9193
16/05/2022;3480.89;67655.11;71136.00;2964.00;8248;61;8309
17/05/2022;4230.13;66905.87;71136.00;2964.00;12660;16;12676
18/05/2022;4594.09;66541.91;71136.00;2964.00;13878;9;13887
